activity_id;title;standard_id;gender_id;difficulty_level_id;activity_game_type_id;priority_id;act_category_id;parent_desc;child_desc;purpose_outcome;act_frequency_id;points;is_foundational;min_time_minutes;max_time_minutes;is_safety_risk;is_festival;festival_id;is_discrematory;is_external_dependency;is_parent_supervision;is_parent_involment;parent_involment_level_id;is_screen_time;screen_time_category_id;is_negative_effects;is_free;is_archived;created_by;updated_by;created_date;updated_date;revision
225;Prepare the dining table;5;1;1;1;1;1;xyz;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
226;Shlok Time;5;3;2;2;2;3;Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this). You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc. encourage child to make a special arrangement when you have guests.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
227;Tune your Ears;5;2;3;3;3;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;3;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
228;Tune your Ears;5;1;1;1;1;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
229;Sorting game;5;3;3;2;2;3;xyz;Do It now;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
230;Spot the Difference;5;2;1;2;1;4;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
231;Match the colour;5;3;1;1;1;1;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
232;Match the Alphabet;5;2;3;2;2;2;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
233;Match the Alphabet;5;3;1;1;1;1;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
234;Storytelling;5;3;3;3;3;3;story telling (xyz);Do It now;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
248;Preparing tea/coffee;8;1;2;2;2;2;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;4;500;f;40;50;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
249;Newspaper Puzzle;1;1;2;3;1;4;Create a daily puzzle for your child by cutting a newspaper photo into 9-12 pieces for them to solve and enjoy.;xyz;Child gets habituated to go through newspaper daily Turning pages of paper improves fine motor skills;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
250;Big and Small;8;3;3;2;2;2;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
251;Big and Small;8;1;3;1;1;1;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
252;Big and Small;8;1;3;1;1;1;Talk about the various elements of a neighbourhood, such as houses, workplaces, gardens, stores, banks, and hospitals.(Ask child what they have observed in their own neighbourhood.) Ask your child to circle any photographs in the newspaper that include objects they observe in the neighbourhood.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
253;Guess the sound;8;1;3;1;1;1;Let kids make guesses while you play common noises like sirens and mixers, as well as animal sounds.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
254;Veggie Printing;8;3;2;2;2;3;xyz;Do It;Understanding the concept of volume;2;30;t;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
255;Prepare the dining table;8;1;1;1;1;1;xyz;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
256;Shlok Time;8;3;2;2;2;3;Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this). You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc. encourage child to make a special arrangement when you have guests.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
257;Tune your Ears;8;2;3;3;3;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;3;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
258;Tune your Ears;8;1;1;1;1;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
259;Sorting game;8;3;3;2;2;3;xyz;Do It now;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
260;Spot the Difference;8;2;1;2;1;4;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
261;Match the colour;8;3;1;1;1;1;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
262;Match the Alphabet;8;2;3;2;2;2;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
263;Match the Alphabet;8;3;1;1;1;1;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
264;Storytelling;8;3;3;3;3;3;story telling (xyz);Do It now;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
265;Walk the Lines;8;2;1;3;1;4;(xyz);abc;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
325;Number train;1;3;1;1;3;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;1;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
326;soduko;4;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
327;Find a word;4;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
328;Art corner;4;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
329;Draw and Paint;4;3;1;;1;4;Your child will make a collage using dried leaves/twigs and flowers that they collect themselves;abc;This activity encourages exploration and enhances their creativity.;4;50;f;40;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
332;Jogging time;4;3;1;;1;4;Go with your child for a short jog in the neighbourhood. Later ask child to draw a picture of what he/ she observed. This picture should have at least 7-8 elements that they saw;discription-jogging;This activity enhances observation skills and encourages attention to detail.;4;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
333;Guess the instrument;4;3;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
334;Guess the instrument;4;2;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
335;Jogging time;4;1;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
336;Family Calendar;4;3;2;1;2;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;2;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
337;Study Planner;4;1;1;2;2;2;Your child will create a weekly study plan or schedule to help them organize their learning goals and tasks effectively.;Hi _____, create a weekly study schedule where you plan what subjects you need to study, any homework assignments, and any other tasks you need to complete. This will help you stay on track and make sure you have enough time for everything. you need to complete. This will help you stay on track and make sure you have enough time for everything. Following Study plan on regular basis will help you to reflect back on strategy and make changes ;This task will help them develop goal setting, organizational, and time management skills.;1;20;f;10;20;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
338;Study Planner;4;3;3;1;2;3;Your child will create a weekly study plan or schedule to help them organize their learning goals and tasks effectively.;Hi _____, create a weekly study schedule where you plan what subjects you need to study, any homework assignments, and any other tasks you need to complete. This will help you stay on track and make sure you have enough time for everything. you need to complete. This will help you stay on track and make sure you have enough time for everything. Following Study plan on regular basis will help you to reflect back on strategy and make changes ;This task will help them develop goal setting, organizational, and time management skills.;1;20;f;10;20;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
339;Meal Tracker;4;3;3;1;3;4;Encourage your child to create a food chart and record their daily meals for the week.;Hi _______, please create a food chart and write down everything you eat for each meal every day. This way, you can keep track of what you are eating and learn more about your food choices. Its a great way to become more aware of your dietary habits (that is how much junk food vs healthy food you are consuming) and make healthier decisions.;This activity promotes awareness of dietary habits and encourages healthy eating practices. By documenting their meals, your child will gain insight into their food choices ;3;25;f;10;25;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
340;Emotions Charades;4;2;1;2;1;3;Your family will engage in a game to explore how tone influences communication and emotions. Through this activity, you will learn how the way you speak affects how others understand you and perceive your emotions.;This activity helps you see if your child can express emotions well and understand how others feel.;Hi _____, play a game with your family on how the tone odour voices affects, how others understand our emotions. This activity is all about understanding how someone feels just by the way they say a sentence.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
341;Financial Literacy;4;3;3;3;3;1;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
342;Financial Literacy;4;3;2;2;2;2;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
343;Financial Literacy;4;3;3;2;3;2;Encourage your child to read a book this week and share their thoughts in a review. What did they enjoy? What could have been better?;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
344;Hilarious Headlines;4;1;1;2;1;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;1;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
345;Preparing tea/coffee;4;1;2;2;2;2;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;4;500;f;40;50;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
346;Newspaper Puzzle;4;1;2;3;1;4;Create a daily puzzle for your child by cutting a newspaper photo into 9-12 pieces for them to solve and enjoy.;xyz;Child gets habituated to go through newspaper daily Turning pages of paper improves fine motor skills;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
347;Big and Small;4;3;3;2;2;2;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
348;Big and Small;4;1;3;1;1;1;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
349;Big and Small;4;1;3;1;1;1;Talk about the various elements of a neighbourhood, such as houses, workplaces, gardens, stores, banks, and hospitals.(Ask child what they have observed in their own neighbourhood.) Ask your child to circle any photographs in the newspaper that include objects they observe in the neighbourhood.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
350;Guess the sound;4;1;3;1;1;1;Let kids make guesses while you play common noises like sirens and mixers, as well as animal sounds.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
351;Veggie Printing;4;3;2;2;2;3;xyz;Do It;Understanding the concept of volume;2;30;t;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
352;Prepare the dining table;4;1;1;1;1;1;xyz;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
353;Shlok Time;4;3;2;2;2;3;Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this). You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc. encourage child to make a special arrangement when you have guests.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
354;Tune your Ears;4;2;3;3;3;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;3;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
355;Tune your Ears;4;1;1;1;1;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
356;Sorting game;4;3;3;2;2;3;xyz;Do It now;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
357;Spot the Difference;4;2;1;2;1;4;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
358;Match the colour;4;3;1;1;1;1;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
359;Match the Alphabet;4;2;3;2;2;2;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
360;Match the Alphabet;4;3;1;1;1;1;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
361;Storytelling;4;3;3;3;3;3;story telling (xyz);Do It now;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
362;Walk the Lines;4;2;1;3;1;4;(xyz);abc;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
363;Family Calendar;9;3;2;1;2;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;2;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
364;Study Planner;9;1;1;2;2;2;Your child will create a weekly study plan or schedule to help them organize their learning goals and tasks effectively.;Hi _____, create a weekly study schedule where you plan what subjects you need to study, any homework assignments, and any other tasks you need to complete. This will help you stay on track and make sure you have enough time for everything. you need to complete. This will help you stay on track and make sure you have enough time for everything. Following Study plan on regular basis will help you to reflect back on strategy and make changes ;This task will help them develop goal setting, organizational, and time management skills.;1;20;f;10;20;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
365;Study Planner;9;3;3;1;2;3;Your child will create a weekly study plan or schedule to help them organize their learning goals and tasks effectively.;Hi _____, create a weekly study schedule where you plan what subjects you need to study, any homework assignments, and any other tasks you need to complete. This will help you stay on track and make sure you have enough time for everything. you need to complete. This will help you stay on track and make sure you have enough time for everything. Following Study plan on regular basis will help you to reflect back on strategy and make changes ;This task will help them develop goal setting, organizational, and time management skills.;1;20;f;10;20;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
366;Meal Tracker;9;3;3;1;3;4;Encourage your child to create a food chart and record their daily meals for the week.;Hi _______, please create a food chart and write down everything you eat for each meal every day. This way, you can keep track of what you are eating and learn more about your food choices. Its a great way to become more aware of your dietary habits (that is how much junk food vs healthy food you are consuming) and make healthier decisions.;This activity promotes awareness of dietary habits and encourages healthy eating practices. By documenting their meals, your child will gain insight into their food choices ;3;25;f;10;25;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
367;Emotions Charades;9;2;1;2;1;3;Your family will engage in a game to explore how tone influences communication and emotions. Through this activity, you will learn how the way you speak affects how others understand you and perceive your emotions.;This activity helps you see if your child can express emotions well and understand how others feel.;Hi _____, play a game with your family on how the tone odour voices affects, how others understand our emotions. This activity is all about understanding how someone feels just by the way they say a sentence.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
368;Financial Literacy;9;3;3;3;3;1;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
369;Financial Literacy;9;3;2;2;2;2;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
370;Financial Literacy;9;3;3;2;3;2;Encourage your child to read a book this week and share their thoughts in a review. What did they enjoy? What could have been better?;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
371;Hilarious Headlines;9;1;1;2;1;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;1;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
372;Preparing tea/coffee;9;1;2;2;2;2;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;4;500;f;40;50;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
373;Newspaper Puzzle;9;1;2;3;1;4;Create a daily puzzle for your child by cutting a newspaper photo into 9-12 pieces for them to solve and enjoy.;xyz;Child gets habituated to go through newspaper daily Turning pages of paper improves fine motor skills;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
374;Big and Small;9;3;3;2;2;2;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
375;Big and Small;9;1;3;1;1;1;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
401;Book Club 2;9;3;2;3;3;3;Start a book club.;Read and discuss books together.;Fosters literacy, critical thinking, and communication skills.;4;75;t;60;120;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-09 22:00:00;;0
376;Big and Small;9;1;3;1;1;1;Talk about the various elements of a neighbourhood, such as houses, workplaces, gardens, stores, banks, and hospitals.(Ask child what they have observed in their own neighbourhood.) Ask your child to circle any photographs in the newspaper that include objects they observe in the neighbourhood.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
377;Guess the sound;9;1;3;1;1;1;Let kids make guesses while you play common noises like sirens and mixers, as well as animal sounds.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
378;Veggie Printing;9;3;2;2;2;3;xyz;Do It;Understanding the concept of volume;2;30;t;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
379;Prepare the dining table;9;1;1;1;1;1;xyz;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
380;Shlok Time;9;3;2;2;2;3;Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this). You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc. encourage child to make a special arrangement when you have guests.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
381;Tune your Ears;9;2;3;3;3;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;3;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
382;Tune your Ears;9;1;1;1;1;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
383;Sorting game;9;3;3;2;2;3;xyz;Do It now;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
384;Spot the Difference;9;2;1;2;1;4;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
385;Match the colour;9;3;1;1;1;1;xyz;Do It now;Understanding the concept;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
386;Match the Alphabet;9;2;3;2;2;2;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
387;Match the Alphabet;9;3;1;1;1;1;xyz;Do It now;Understanding the concept;3;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
388;Storytelling;9;3;3;3;3;3;story telling (xyz);Do It now;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
389;Walk the Lines;9;2;1;3;1;4;(xyz);abc;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
